,Player,Restricted Area Percentage,2FGM %AST,Interior scoring %,Drive vs Pullup Ratio,Drive Pass %,Avg Dribble Per Touch
305,Jordan Nwora,0.6799999999999999,61.7,0.3291139240506329,1.1199999999999999,29.1,1.76
306,Jordan Poole,0.5714285714285714,41.4,0.31351351351351353,1.7446808510638296,39.1,3.51
307,Jordan Schakel,0.2727272727272727,0.0,0.0,1.6666666666666667,50.0,1.14
308,Jose Alvarado,0.5172413793103449,30.3,0.5245901639344263,4.076923076923077,47.1,4.36
309,Josh Christopher,0.6153846153846154,42.3,0.5569620253164557,2.5555555555555554,35.0,3.25
310,Josh Giddey,0.4657534246575342,30.2,0.5920000000000001,3.6060606060606064,49.7,2.72
311,Josh Green,0.6818181818181818,78.4,0.5833333333333334,3.833333333333333,51.0,1.58
312,Josh Hart,0.793103448275862,47.2,0.48322147651006714,2.791666666666667,42.3,2.11
313,Josh Jackson,0.6799999999999999,51.7,0.4375,1.846153846153846,37.7,1.41
314,Josh Okogie,0.9166666666666666,60.7,0.4444444444444444,inf,38.5,1.22
315,Josh Richardson,0.41379310344827586,47.7,0.2549019607843137,2.2857142857142856,40.5,1.84
316,Joshua Primo,0.5652173913043479,52.5,0.37931034482758624,4.333333333333333,50.3,2.42
317,Jrue Holiday,0.5342465753424658,19.7,0.4371584699453552,2.096774193548387,43.9,4.43
318,Juan Toscano-Anderson,0.7142857142857143,69.0,0.6341463414634148,10.5,48.3,1.55
319,Juancho Hernangomez,0.8,80.0,0.36363636363636365,inf,53.1,0.55
320,Julius Randle,0.6363636363636364,36.2,0.3980099502487562,1.3043478260869565,41.9,2.2
321,Justin Anderson,0.6875,66.7,0.3125,1.6153846153846154,48.5,0.7
322,Justin Champagnie,0.8181818181818181,57.1,0.6086956521739131,inf,25.0,0.34
323,Justin Holiday,0.7999999999999999,78.6,0.15841584158415842,0.9047619047619047,60.3,0.82
324,Justin Jackson,0.0,100.0,0.2857142857142857,1.0,25.0,0.76
325,Justin Robinson,0.4285714285714286,20.0,0.19354838709677422,1.5,56.8,4.07
326,Justise Winslow,0.6,69.5,0.6666666666666666,4.0,46.9,1.43
327,Jusuf Nurkic,0.717391304347826,62.7,0.7066666666666667,2.666666666666667,10.9,0.74
328,Juwan Morgan,1.0,100.0,0.4,,0.0,0.36
329,KZ Okpala,0.65,76.2,0.5945945945945946,13.999999999999998,65.5,0.94
330,Kai Jones,0.6666666666666666,87.5,0.8,4.0,14.3,0.62
331,Karl-Anthony Towns,0.6326530612244897,53.7,0.4959349593495934,4.647058823529412,24.6,0.85
332,Keifer Sykes,0.6842105263157895,42.9,0.3928571428571429,1.3599999999999999,46.3,3.65
333,Keita Bates-Diop,0.787878787878788,75.6,0.6666666666666666,4.333333333333334,22.8,0.7
334,Kelan Martin,0.6818181818181818,64.6,0.3859649122807018,1.263157894736842,36.1,1.14
335,Keldon Johnson,0.5205479452054794,64.4,0.44705882352941173,4.705882352941177,26.2,1.27
336,Keljin Blevins,0.8,61.5,0.25806451612903225,1.2222222222222223,42.9,1.56
337,Kelly Olynyk,0.7647058823529411,62.5,0.43956043956043955,1.7333333333333334,49.5,0.89
338,Kelly Oubre Jr.,0.7111111111111111,61.2,0.37333333333333335,1.565217391304348,19.6,1.24
339,Kemba Walker,0.5625,21.1,0.25862068965517243,1.3454545454545455,46.5,4.34
340,Kenrich Williams,0.625,59.0,0.48648648648648646,2.733333333333333,53.2,1.58
341,Kent Bazemore,0.6363636363636362,81.3,0.17647058823529416,1.1111111111111112,42.1,1.14
342,Kentavious Caldwell-Pope,0.5357142857142857,61.9,0.21212121212121213,0.8974358974358975,34.6,1.47
343,Kenyon Martin Jr.,0.8222222222222223,73.5,0.6363636363636362,23.999999999999996,36.8,0.72
344,Keon Johnson,0.6578947368421053,48.4,0.47222222222222227,2.125,35.0,3.89
345,Kessler Edwards,0.7272727272727273,64.5,0.3728813559322034,1.3333333333333335,27.0,0.69
346,Kevin Durant,0.3243243243243243,49.9,0.28762541806020064,0.8596491228070176,30.5,2.51
347,Kevin Huerter,0.4117647058823529,51.9,0.3140495867768595,1.2352941176470589,30.1,1.8
348,Kevin Knox II,0.625,75.0,0.3225806451612903,1.7499999999999998,31.8,0.58
349,Kevin Love,0.5652173913043479,57.1,0.20588235294117646,0.4210526315789474,24.2,0.44
350,Kevin Pangos,0.28571428571428575,11.1,0.37500000000000006,3.0000000000000004,54.9,5.15
351,Kevin Porter Jr.,0.6470588235294118,26.7,0.32051282051282054,1.4461538461538461,42.7,4.49
352,Kevon Looney,0.8157894736842106,73.6,0.7999999999999999,2.3333333333333335,29.8,0.52
353,Khem Birch,0.5,80.4,0.7555555555555556,2.0,33.3,0.52
354,Khris Middleton,0.425531914893617,33.1,0.24875621890547261,1.0,44.1,2.93
355,Killian Hayes,0.47058823529411764,34.1,0.49275362318840576,3.0476190476190474,51.3,3.3
356,Killian Tillie,0.6666666666666667,62.5,0.18181818181818182,5.5,37.5,0.7
357,Kira Lewis Jr.,0.6,45.7,0.5762711864406779,2.25,38.9,3.35
358,Klay Thompson,0.38095238095238093,63.6,0.21568627450980396,0.7945205479452054,41.1,1.54
359,Kris Dunn,0.43636363636363634,14.0,0.7368421052631579,4.285714285714286,46.0,3.76
360,Kristaps Porzingis,0.5362318840579711,68.2,0.39603960396039606,0.9642857142857144,26.1,0.66
361,Kyle Anderson,0.47826086956521746,51.4,0.6052631578947368,2.7142857142857144,29.7,1.5
362,Kyle Guy,0.5454545454545454,50.0,0.25641025641025644,2.5555555555555554,38.6,2.87
363,Kyle Kuzma,0.4848484848484849,49.2,0.44444444444444436,2.1578947368421053,33.1,1.96
364,Kyle Lowry,0.64,30.3,0.22388059701492538,1.5319148936170213,56.2,2.86
365,Kyrie Irving,0.3684210526315789,23.3,0.3211678832116789,1.091743119266055,24.3,3.63
366,LaMarcus Aldridge,0.5116279069767441,74.8,0.4186046511627907,0.15,18.8,0.57
367,LaMelo Ball,0.5675675675675675,26.4,0.3582089552238805,2.1904761904761907,42.2,3.77
368,Lamar Stevens,0.6666666666666666,60.1,0.6229508196721312,2.1818181818181817,24.3,1.25
369,Lance Stephenson,0.7241379310344827,20.0,0.43373493975903604,1.7096774193548385,30.9,3.88
370,Landry Shamet,0.5333333333333333,60.3,0.1686746987951807,1.4444444444444444,46.1,1.65
371,Langston Galloway,0.5,50.0,0.4,1.1,62.5,2.49
372,Larry Nance Jr.,0.7222222222222222,68.9,0.6285714285714287,3.4999999999999996,21.9,1.13
373,Lauri Markkanen,0.6521739130434783,68.4,0.36486486486486486,2.3,29.6,0.67
374,LeBron James,0.819047619047619,40.7,0.4752475247524752,1.2253521126760563,35.7,3.07
375,Leandro Bolmaro,0.6666666666666667,58.3,0.5714285714285715,4.666666666666667,62.0,3.54
376,Lindell Wigginton,0.6956521739130436,76.5,0.5238095238095238,5.999999999999999,41.3,3.78
377,Lindy Waters III,0.6,72.2,0.15000000000000002,0.7692307692307692,52.0,1.14
378,Lonnie Walker IV,0.6571428571428571,54.0,0.3140495867768595,1.4871794871794872,42.9,2.44
379,Lonzo Ball,0.6799999999999999,40.4,0.2,1.3225806451612903,48.6,2.63
380,Lou Williams,0.3181818181818181,34.1,0.28571428571428575,1.53125,40.6,3.65
381,Louis King,0.2,42.9,0.13333333333333336,0.6363636363636362,28.6,1.85
382,Luguentz Dort,0.5932203389830508,49.1,0.3372093023255814,3.888888888888889,44.2,2.37
383,Luka Doncic,0.35789473684210527,10.7,0.38732394366197187,1.7209302325581395,43.2,5.37
384,Luka Garza,0.75,52.0,0.48275862068965525,1.3333333333333335,30.8,0.56
385,Luke Kennard,0.4117647058823529,66.0,0.15126050420168066,0.8387096774193549,43.5,1.14
386,Luke Kornet,0.7999999999999999,69.2,1.0,,0.0,0.35
387,MJ Walker,0.6666666666666666,0.0,,3.0,66.7,1.44
388,Mac McClung,1.0,100.0,0.25,3.0,66.7,3.12
389,Malachi Flynn,0.5384615384615385,21.4,0.3255813953488372,1.611111111111111,54.3,3.48
390,Malcolm Brogdon,0.7368421052631579,24.9,0.43979057591623033,3.388888888888889,48.9,4.06
391,Malcolm Hill,0.4285714285714286,63.6,0.2631578947368421,1.0,60.0,0.97
392,Malik Beasley,0.6111111111111112,65.2,0.14876033057851237,0.8333333333333334,41.0,1.17
393,Malik Fitts,0.6666666666666666,100.0,0.28571428571428575,6.999999999999999,40.0,0.96
394,Malik Monk,0.7045454545454545,54.6,0.391304347826087,2.1875,56.6,2.1
395,Malik Newman,1.0,66.7,0.25,1.0,25.0,3.41
396,Mamadi Diakite,0.6,84.0,0.8837209302325583,1.0,0.0,0.3
397,Marcus Garrett,0.7857142857142857,50.0,0.5454545454545455,4.0,35.7,2.53
398,Marcus Morris Sr.,0.23529411764705882,32.7,0.23376623376623376,0.6065573770491804,24.4,1.45
399,Marcus Smart,0.4666666666666667,36.5,0.3966942148760331,5.8,45.7,3.04
400,Markelle Fultz,0.5714285714285715,17.7,0.574074074074074,2.3333333333333335,40.7,5.72
401,Markieff Morris,0.5416666666666666,51.2,0.39473684210526316,0.5333333333333333,21.4,0.61
402,Marko Simonovic,0.7272727272727273,66.7,0.4210526315789474,inf,0.0,0.36
403,Markus Howard,0.625,54.5,0.19512195121951223,0.6,28.6,2.12
404,Marquese Chriss,0.8064516129032258,83.3,0.711111111111111,4.0,20.0,0.44
405,Marvin Bagley III,0.582089552238806,65.8,0.7079646017699115,4.8,18.1,0.59
406,Mason Jones,0.8,66.7,0.4411764705882353,1.769230769230769,33.3,1.91
407,Mason Plumlee,0.813953488372093,77.6,0.8307692307692308,6.999999999999999,44.0,0.96
408,Matisse Thybulle,0.8695652173913044,73.3,0.5614035087719298,4.0,48.1,0.54
409,Matt Mooney,,0.0,,,0.0,4.43
410,Matt Ryan,,0.0,0.0,inf,100.0,0.56
411,Matt Thomas,0.0,85.0,0.0,0.26666666666666666,58.8,1.14
412,Maurice Harkless,0.8125,78.8,0.47826086956521746,5.5,36.5,0.76
413,Max Strus,0.8125,77.9,0.169811320754717,1.2307692307692308,44.1,0.63
414,Maxi Kleber,0.7857142857142857,84.5,0.2857142857142857,2.4,55.6,0.32
415,McKinley Wright IV,0.0,0.0,0.4,2.0,50.0,3.05
416,Melvin Frazier Jr.,0.7,75.0,0.7476635514018692,36.66666666666667,27.3,1.61
417,Micah Potter,0.8846153846153847,60.0,0.65,,0.0,0.21
418,Michael Porter Jr.,0.7027027027027027,70.4,0.38383838383838387,0.6153846153846154,36.4,0.9
419,Mikal Bridges,0.5283018867924528,76.4,0.5211267605633804,1.7600000000000002,34.2,1.0
420,Mike Conley,0.28260869565217395,25.7,0.3211678832116789,2.2407407407407405,49.7,4.6
421,Mike Muscala,0.6923076923076923,81.4,0.2,0.5,0.0,0.24
422,Miles Bridges,0.7325581395348837,59.7,0.5148514851485149,3.6333333333333333,34.1,1.6
423,Miles McBride,0.5714285714285715,26.7,0.27272727272727276,0.9090909090909091,52.6,3.94
424,Mitchell Robinson,0.9583333333333333,51.7,0.8470588235294118,,0.0,0.3
425,Miye Oni,1.0,0.0,0.6666666666666667,1.0,100.0,1.16
426,Mo Bamba,0.7631578947368421,56.6,0.4528301886792453,0.8333333333333334,20.5,0.49
427,Monte Morris,0.6,47.2,0.33333333333333326,1.0512820512820513,38.7,3.45
428,Montrezl Harrell,0.7971014492753623,65.3,0.7175572519083968,1.0,8.0,0.83
429,Moritz Wagner,0.8333333333333334,76.3,0.4666666666666667,18.0,25.2,0.6
430,Moses Brown,0.8518518518518519,81.3,0.7441860465116279,inf,0.0,0.26
431,Moses Moody,0.75,70.0,0.3181818181818181,2.8,37.7,1.43
432,Moses Wright,0.5,100.0,0.4615384615384615,0.0,0.0,0.47
433,Mychal Mulder,0.6363636363636362,57.1,0.19512195121951223,1.5,13.3,1.32
434,Myles Powell,0.625,0.0,0.6666666666666667,2.5,47.1,5.41
435,Myles Turner,0.6086956521739131,68.3,0.4806201550387597,2.5714285714285716,10.7,0.49
436,Naji Marshall,0.6785714285714286,55.7,0.5614035087719298,3.714285714285715,27.8,1.67
437,Nassir Little,0.78125,69.1,0.4081632653061224,2.5384615384615383,35.7,1.19
438,Nate Hinton,0.0,0.0,,inf,0.0,0.67
439,Nathan Knight,0.7727272727272726,70.7,0.7027027027027027,10.0,21.6,1.21
440,Naz Reid,0.725,62.5,0.5542168674698794,13.0,25.5,0.65
441,Neemias Queta,0.6538461538461539,64.7,0.9333333333333332,4.0,0.0,0.56
442,Nemanja Bjelica,0.6,68.9,0.45901639344262296,8.0,45.6,0.82
443,Nerlens Noel,0.65,75.0,0.7058823529411766,1.0,50.0,0.42
444,Nic Claxton,0.8,73.6,0.8735632183908046,inf,13.8,0.45
445,Nick Richards,0.7777777777777778,78.3,0.7999999999999999,1.0,33.3,0.47
446,Nickeil Alexander-Walker,0.6744186046511628,39.9,0.37735849056603776,2.8076923076923075,39.7,2.53
447,Nicolas Batum,0.8181818181818181,83.1,0.19277108433734935,0.6666666666666666,51.4,0.56
448,Nik Stauskas,1.0,100.0,0.0,0.5555555555555556,25.0,1.67
449,Nikola Jokic,0.5454545454545454,58.0,0.5977859778597785,2.8000000000000003,33.1,1.26
450,Nikola Vucevic,0.5185185185185186,71.3,0.534090909090909,2.3,43.9,0.53
451,Norman Powell,0.6885245901639345,50.9,0.3157894736842105,2.1052631578947367,29.4,2.44
452,Norvel Pelle,1.0,66.7,1.0,,0.0,0.15
453,O.G. Anunoby,0.7213114754098361,46.4,0.39766081871345027,1.8205128205128205,45.5,1.65
454,Obi Toppin,0.878048780487805,82.4,0.6222222222222222,8.5,25.8,0.59
455,Olivier Sarr,0.5806451612903226,77.8,0.5428571428571428,0.5,100.0,0.3
456,Omer Yurtseven,0.5853658536585367,78.3,0.8679245283018867,0.5,14.3,0.4
457,Onyeka Okongwu,0.7608695652173914,79.5,0.7804878048780489,2.0,0.0,0.44
458,Oshae Brissett,0.7837837837837838,67.2,0.39560439560439564,5.5,25.7,0.77
459,Otto Porter Jr.,0.6086956521739131,73.5,0.34146341463414637,0.9,26.8,0.67
460,P.J. Dozier,0.5,33.3,0.2962962962962963,1.3157894736842106,48.9,1.73
461,P.J. Tucker,0.5172413793103449,81.9,0.4210526315789474,2.75,43.2,0.81
462,P.J. Washington,0.7714285714285715,79.3,0.4077669902912621,4.333333333333334,42.9,0.58
463,Paris Bass,0.5,50.0,0.6666666666666666,,0.0,1.79
464,Pascal Siakam,0.4298245614035088,29.2,0.5789473684210525,2.8600000000000003,37.1,3.16
465,Pat Connaughton,0.7777777777777778,77.8,0.2424242424242424,6.333333333333333,50.4,0.63
466,Patrick Beverley,0.48275862068965514,25.5,0.32608695652173914,2.85,47.6,3.15
467,Patrick Williams,0.6071428571428572,66.7,0.37777777777777777,1.380952380952381,26.5,1.18
468,Patty Mills,0.6666666666666666,61.9,0.10526315789473684,0.787878787878788,60.5,2.43
469,Paul George,0.5606060606060607,22.0,0.271604938271605,1.1754385964912282,40.1,3.44
470,Paul Millsap,0.7,48.6,0.5714285714285714,6.999999999999999,31.1,1.02
471,Paul Reed,0.8,57.7,0.9677419354838709,8.0,24.1,0.77
472,Paul Watson,0.45454545454545453,50.0,0.4117647058823529,4.749999999999999,47.1,0.98
473,Payton Pritchard,0.6363636363636362,35.6,0.12903225806451613,1.411764705882353,60.7,3.59
474,Petr Cornelie,0.8333333333333334,100.0,0.7272727272727273,1.0,100.0,0.44
475,Precious Achiuwa,0.6226415094339622,59.8,0.5714285714285714,2.7,16.5,1.16
476,Quentin Grimes,0.8333333333333334,60.9,0.09999999999999999,0.75,54.8,1.08
477,Quinndary Weatherspoon,0.7499999999999999,81.8,0.8148148148148149,3.0,40.0,1.12
478,R.J. Hampton,0.5789473684210527,33.3,0.4210526315789474,5.153846153846154,45.6,3.45
479,RJ Barrett,0.63,39.8,0.45999999999999996,4.129032258064516,30.1,2.67
480,RJ Nembhard Jr.,0.6,50.0,0.7272727272727273,7.000000000000001,48.3,3.89
481,Rajon Rondo,0.65,8.1,0.375,4.25,48.2,3.74
482,Raul Neto,0.4390243902439025,33.1,0.5866666666666667,3.6,39.4,4.53
483,Rayjon Tucker,1.0,0.0,0.19047619047619047,1.0,60.0,1.67
484,Reggie Bullock,0.6363636363636362,76.7,0.13953488372093023,0.888888888888889,30.8,0.39
485,Reggie Jackson,0.484375,20.5,0.3928571428571428,1.472972972972973,36.9,4.61
486,Reggie Perry,0.5925925925925926,67.6,0.6956521739130436,1.5555555555555554,0.0,0.74
487,Richaun Holmes,0.5873015873015872,75.0,0.8076923076923075,2.5,16.7,0.49
488,Ricky Rubio,0.5625,25.6,0.2900763358778626,2.423076923076923,51.5,4.38
489,Rob Edwards,,0.0,0.0,0.0,0.0,1.61
490,Robert Covington,0.75,65.4,0.25882352941176473,2.5714285714285716,33.8,0.47
491,Robert Williams III,0.8813559322033898,69.4,0.8799999999999999,inf,80.0,0.28
492,Robert Woodard II,0.5555555555555556,100.0,0.33333333333333337,1.0,40.0,1.29
493,Robin Lopez,0.4081632653061224,51.9,0.8169014084507044,3.0,12.9,1.03
494,Rodney Hood,0.5,53.6,0.25806451612903225,1.1,47.3,1.33
495,Rodney McGruder,0.6923076923076923,65.0,0.2222222222222222,2.3333333333333335,40.6,1.07
496,Romeo Langford,0.5789473684210527,72.2,0.4444444444444444,3.3333333333333335,28.4,1.11
497,Royce O'Neale,0.8235294117647058,67.9,0.27027027027027023,5.25,51.9,0.7
498,Rudy Gay,0.5454545454545454,50.6,0.2962962962962963,0.8421052631578948,27.0,0.83
499,Rudy Gobert,0.881578947368421,72.4,0.7051282051282052,2.9999999999999996,10.5,0.36
500,Rui Hachimura,0.5945945945945946,60.6,0.4070796460176991,1.074074074074074,23.1,1.11
501,Russell Westbrook,0.7263157894736842,23.2,0.5297297297297298,3.313725490196078,46.9,4.29
502,Ryan Arcidiacono,0.0,100.0,0.37499999999999994,3.25,76.9,1.73
503,Saben Lee,0.7666666666666666,45.5,0.5357142857142857,6.8,61.7,4.15
504,Saddiq Bey,0.625,43.1,0.28571428571428564,1.4736842105263157,35.7,1.37
505,Sam Dekker,,0.0,,,0.0,0.0
506,Sam Hauser,1.0,75.0,0.16,0.6666666666666667,100.0,0.62
507,Sam Merrill,1.0,100.0,0.09523809523809523,1.0,87.5,1.75
508,Sandro Mamukelashvili,0.7999999999999999,62.9,0.4736842105263158,8.0,41.9,0.68
509,Santi Aldama,0.6799999999999999,63.8,0.6829268292682928,3.4999999999999996,33.3,0.93
510,Scottie Barnes,0.5125,42.9,0.6013071895424836,2.0434782608695654,26.1,2.17
511,Scottie Lewis,,0.0,0.0,inf,100.0,2.5
512,Scotty Hopson,0.0,50.0,0.0,1.0,0.0,2.77
513,Sekou Doumbouya,0.8333333333333334,50.0,0.5714285714285714,,0.0,1.86
514,Semi Ojeleye,0.28571428571428575,73.3,0.24242424242424246,1.2857142857142858,17.9,0.9
515,Serge Ibaka,0.5185185185185185,70.3,0.5,2.0,38.2,0.39
516,Seth Curry,0.38095238095238093,46.5,0.1733333333333333,0.8166666666666668,50.2,2.51
517,Shai Gilgeous-Alexander,0.495575221238938,13.7,0.4897959183673469,2.9146341463414633,40.2,5.11
518,Shake Milton,0.5,36.9,0.5121951219512195,2.56,36.9,3.58
519,Shaq Buchanan,1.0,100.0,1.0,0.0,0.0,1.91
520,Shaquille Harrison,0.75,50.0,1.0,4.0,50.0,1.94
521,Sharife Cooper,1.0,50.0,0.8,5.0,46.2,3.92
522,Skylar Mays,0.7857142857142857,41.7,0.5517241379310345,5.0,35.7,3.06
523,Solomon Hill,0.8333333333333334,100.0,0.33333333333333337,5.0,66.7,0.62
524,Spencer Dinwiddie,0.48979591836734687,20.1,0.36496350364963503,2.3111111111111113,38.5,4.29
525,Stanley Johnson,0.6296296296296295,54.8,0.44776119402985076,4.166666666666667,39.5,1.09
526,Stephen Curry,0.6037735849056604,36.8,0.22745098039215686,1.0666666666666667,43.8,4.06
527,Sterling Brown,0.7272727272727273,77.4,0.30303030303030304,3.0,45.9,1.36
528,Steven Adams,0.7755102040816325,49.0,0.7826086956521738,5.999999999999999,23.3,0.44
529,Svi Mykhailiuk,0.7333333333333334,54.0,0.3478260869565218,1.727272727272727,53.3,1.41
530,T.J. McConnell,0.5294117647058825,25.6,0.6823529411764707,4.75,59.4,4.29
531,Tacko Fall,0.6363636363636362,60.0,0.9090909090909091,inf,0.0,0.46
532,Taj Gibson,0.7368421052631579,67.6,0.5454545454545454,1.0,60.0,0.41
533,Talen Horton-Tucker,0.693877551020408,40.6,0.52,2.6296296296296293,35.4,2.69
534,Taurean Prince,0.631578947368421,69.2,0.30136986301369867,1.8,33.9,1.02
535,Terance Mann,0.6808510638297872,51.9,0.5185185185185185,1.7142857142857144,43.3,2.68
536,Terence Davis,0.7647058823529411,56.3,0.3653846153846154,1.625,35.4,2.3
537,Terrence Ross,0.48,52.4,0.27999999999999997,0.975,25.3,1.79
538,Terry Rozier,0.5737704918032788,43.9,0.3316062176165803,1.9056603773584906,48.3,3.11
539,Terry Taylor,0.7547169811320755,66.7,0.75,4.0,34.6,0.73
540,Thaddeus Young,0.6585365853658538,52.4,0.7419354838709676,3.3333333333333335,23.1,0.85
541,Thanasis Antetokounmpo,0.8846153846153847,63.2,0.8333333333333333,5.0,34.8,1.53
542,Theo Maledon,0.38709677419354843,45.3,0.39436619718309857,4.692307692307692,43.3,2.94
543,Theo Pinson,0.25,25.0,0.16,0.8333333333333334,11.1,1.27
544,Thomas Bryant,0.8064516129032258,73.8,0.5405405405405405,1.3333333333333335,30.0,0.41
545,Tim Frazier,0.2727272727272727,37.5,0.30303030303030304,1.8333333333333333,52.5,4.02
546,Tim Hardaway Jr.,0.5769230769230769,66.4,0.19718309859154928,0.5098039215686275,29.4,1.49
547,Timothe Luwawu-Cabarrot,0.8333333333333334,70.0,0.2727272727272727,4.0,42.9,0.86
548,Tobias Harris,0.48837209302325574,44.4,0.5465116279069767,2.5555555555555554,32.4,2.0
549,Tomas Satoransky,0.5263157894736842,44.3,0.49999999999999994,4.5,60.6,4.0
550,Tony Bradley,0.8095238095238094,75.0,0.8666666666666667,inf,0.0,0.35
551,Tony Snell,0.5714285714285715,75.0,0.2285714285714286,2.666666666666667,53.3,0.58
552,Torrey Craig,0.7272727272727273,58.5,0.4242424242424243,1.875,37.5,0.89
553,Trae Young,0.45454545454545453,14.2,0.31690140845070425,1.4416666666666667,39.0,5.79
554,Trayvon Palmer,0.0,0.0,,,0.0,0.73
555,Tre Jones,0.5,45.5,0.6666666666666666,3.533333333333333,40.4,4.05
556,Tre Mann,0.375,28.6,0.34615384615384615,1.5777777777777777,38.3,2.97
557,Tremont Waters,0.3,0.0,0.18181818181818182,1.5151515151515151,53.3,4.25
558,Trendon Watford,0.5777777777777778,57.9,0.7105263157894738,3.833333333333333,33.3,1.15
559,Trent Forrest,0.5,22.5,0.6666666666666667,16.666666666666668,49.7,4.56
560,Trevelin Queen,0.888888888888889,50.0,0.27906976744186046,0.6363636363636362,42.9,1.45
561,Trevon Scott,0.75,66.7,1.6666666666666667,3.0,0.0,1.11
562,Trevor Ariza,0.9,76.9,0.25,4.0,53.6,0.58
563,Trey Burke,0.4117647058823529,25.9,0.3137254901960785,1.24,43.5,4.5
564,Trey Lyles,0.675,60.0,0.45714285714285713,4.222222222222222,34.2,0.87
565,Trey Murphy III,0.7692307692307692,57.9,0.2222222222222222,2.75,42.4,0.89
566,Tristan Thompson,0.5869565217391305,65.7,0.8333333333333334,8.0,14.0,0.62
567,Troy Brown Jr.,0.7647058823529411,67.2,0.37209302325581395,3.25,40.0,1.18
568,Ty Jerome,0.25925925925925924,30.0,0.36619718309859156,2.761904761904762,45.3,3.08
569,Tyler Cook,0.8421052631578947,78.3,0.7058823529411765,inf,20.0,0.4
570,Tyler Hall,,0.0,,,0.0,1.0
571,Tyler Herro,0.4761904761904762,33.4,0.3188405797101449,1.4390243902439026,39.5,3.83
572,Tyler Johnson,,100.0,0.0,0.5,66.7,2.26
573,Tyrell Terry,,0.0,0.0,0.0,0.0,4.25
574,Tyrese Haliburton,0.4222222222222222,27.9,0.3137254901960784,1.8906249999999998,53.6,3.74
575,Tyrese Maxey,0.5857142857142856,45.0,0.4342857142857143,1.7115384615384615,22.5,3.81
576,Tyrone Wallace,0.631578947368421,100.0,0.5714285714285715,3.4,50.0,2.0
577,Tyus Jones,0.25,36.7,0.4137931034482759,1.5588235294117647,29.5,4.51
578,Udoka Azubuike,0.8387096774193549,89.2,0.9787234042553192,,0.0,0.29
579,Udonis Haslem,0.7999999999999999,76.9,0.64,0.5,0.0,0.39
580,Usman Garuba,0.9,57.1,0.6,2.9999999999999996,71.4,0.5
581,Vernon Carey Jr.,0.888888888888889,28.6,0.8275862068965517,1.0,100.0,0.8
582,Victor Oladipo,0.7058823529411765,25.0,0.30645161290322576,1.7894736842105263,51.9,3.5
583,Vit Krejci,0.5714285714285714,55.6,0.3548387096774194,4.666666666666667,62.4,1.93
584,Vlatko Cancar,0.7368421052631579,93.8,0.5365853658536587,5.5,47.1,0.73
585,Wayne Ellington,0.6,87.5,0.08955223880597016,0.5,64.3,0.86
586,Wayne Selden,0.0,0.0,0.0,5.666666666666667,20.0,1.93
587,Wendell Carter Jr.,0.6507936507936507,60.9,0.5466666666666666,2.545454545454545,23.9,0.5
588,Wenyen Gabriel,0.7741935483870969,54.3,0.6666666666666666,10.0,26.9,0.67
589,Wes Iwundu,1.0,60.0,0.1917808219178082,2.3,42.9,0.94
590,Wesley Matthews,0.6666666666666666,64.7,0.27450980392156865,2.6,33.9,0.62
591,Will Barton,0.6,49.8,0.38095238095238093,1.525,38.9,2.54
592,Willie Cauley-Stein,0.7499999999999999,80.0,0.9411764705882353,2.9999999999999996,40.0,0.48
593,Willy Hernangomez,0.7142857142857143,68.7,0.7252747252747253,1.0,18.2,0.5
594,Xavier Moon,0.5454545454545454,15.0,0.13793103448275862,0.5714285714285715,25.0,4.16
595,Xavier Sneed,0.5,0.0,0.33333333333333337,0.5,0.0,0.54
596,Xavier Tillman,0.6206896551724137,67.0,0.6666666666666667,1.2,24.2,0.63
597,Yuta Watanabe,0.5384615384615385,65.5,0.2790697674418605,2.75,30.2,1.07
598,Yves Pons,0.5714285714285715,0.0,0.36363636363636365,inf,66.7,0.68
599,Zach Collins,0.6363636363636365,74.2,0.4615384615384615,2.0,45.5,0.56
600,Zach LaVine,0.7536231884057971,35.0,0.34426229508196726,1.1647058823529413,27.8,3.75
601,Zavier Simpson,0.43877551020408156,22.2,0.8363636363636363,6.833333333333333,46.3,4.31
602,Zeke Nnaji,0.8260869565217391,57.6,0.393939393939394,5.999999999999999,29.2,0.35
603,Ziaire Williams,0.6363636363636362,80.0,0.34567901234567905,0.8571428571428572,31.6,1.25
604,Zylan Cheatham,1.0,0.0,,,0.0,0.17
